Entity,Type
రాష్ట్ర ప్రభుత్వం,Organization
ఆయన,Person
ఏపీపీఎస్సీ,Organization
నిందితుని,Person
యెహోవా,Person
కోర్టు,Organization
స్వామీజీ,Person
భారతదేశం,Location
ప్రపంచం,Location
వాన,Person
ఇంటర్వ్యూ/వ్యక్తిగత పరీక్ష,Event
రైతులు,Person
డ్రైవర్,Person
ఆసుపత్రి,Organization
సమీపం,Location
బోర్,Product
మసూద్ అజర్,Person
రోజంతా,Event
ప్రధాని,Person
నరేంద్ర మోడీ,Person
ఆఫ్రికా,Location
పర్యటన,Event
దేవుని,Person
కొట్టారు,Person
అర్నాబ్ గోస్వామి,Person
రిపబ్లిక్ టీవీ,Organization
పోలీసులు,Person
పోలీసులు,Organization
శుభ్రంగా,Person
రూములు,Location
సినిమాలో,Event
సాజిద్ నడియాడ్‌వాలా,Person
కనుక,Person
దోనె,Location
ప్రదేశమునకు,Location
శాసన సభ,Organization
శాసన మండలి,Organization
Volkswagen Aktiengesellschaft,Organization
Volkswagen Group,Organization
VW,Organization
జర్మనీ,Location
వోల్ఫ్స్ బర్గ్,Location
కారు,Product
అమెరికా అధ్యక్షుడి,Person
ఇరాన్,Organization
సతీష్ గుప్తా,Person
పిపిబిఎల్,Organization
సిఇఒ,Organization
అటవీ హక్కుల చట్టం 2006,Event
ఆయన,Person
మోషే,Person
మరణం,Event
ఆయన,Person
గ్రామ,Location
ఆయన,Person
పోలీసులు,Organization
దిల్ రాజు,Person
గడిచిన,Person
ఓల్డ్ న్యూస్,Organization
కోవిడ్,Event
ఇర్ఫాన్ ఖాన్,Person
రోహిత్,Person
ప్రభుత్వ,Organization
మారుతి సర్విస్ సెంటర్స్,Product
ఓ వ్యక్తి,Person
హైదరాబాద్,Location
మరఠ్వాడా,Location
జాన్,Person
సెయింట్ అగస్టిన్,Person
రామ్ గోపాల్ వర్మ,Person
కోట,Location
ప్రభుత్వం,Organization
దుబ్బజాతర,Organization
దుబ్బజాతర ప్రారంభం,Event
రిగ్గింగ్,Person
కేఎన్ త్రిపాఠి,Person
బీజేప్పీ,Organization
కాంగ్రెస్,Organization
గన్,Product
సునీల్,Person
శ్రీ సింగ్,Person
బంగారం,Organization
భారత్,Location
1992,Event
లా,Person
మారుతి సుజుకి,Organization
భారత దేశపు,Organization
కేరళ,Location
ఎస్-క్రాస్ ఫేస్‌లిఫ్ట్,Product
కేవలం,Person
అపోలో ఆసుపత్రి,Organization
ఊరు,Location
గోల్డెన్ బుల్ రాజశాసనం,Organization
ప్లస్ ఒక,Organization
యెహోవా,Person
దావూద్,Person
భారత్,Location
ఈ సిల్వర్ నానోపార్టికల్స్,Product
ప్రశాంత్ వర్మ,Person
ఆమె,Person
ఆస్ట్రేలియా,Organization
రాష్ట్రపతి మోడీ,Person
రాష్ట్ర ప్రభుత్వం,Organization
నవయుగ సంస్థ,Organization
బీకెమ్‌ సంస్థ,Organization
పోలవరం ప్రాజెక్టు,Product
వీరిద్దరి,Person
పోలీసులు,Organization
దేశం,Location
రోడ్డు,Location
గ్రామానికి,Location
బావా,Person
లోక్ నాయక్,Person
జయప్రకాశ్,Person
జేపీ చందా,Person
పువ్వా డ అజయ్ కుమార్,Person
రాజీవ్ శర్మ,Person
సునీల్ శర్మ,Person
రవాణా శాఖ,Organization
ఆర్‌టిసి,Organization
ప్రభుత్వ,Organization
ఆయన,Person
31 అక్టోబర్,Event
